-1,-1,1
7,7,1
8,8,-1
6,7,1
8,7,-1
8,6,1
6,8,-1
7,8,1
7,9,-1
5,6,1
8,9,-1
8,10,1
9,9,-1
6,9,1
9,8,-1
10,9,1
7,10,-1
6,11,1
10,7,-1
11,6,1
9,7,-1
6,10,1
9,10,-1
9,6,1
9,11,-1
